JourSemaine;JourFerie;Posan;Temperature;CONSOMMATION
0;0;0.0178092356869684;8.4;63289
1;0;0.0205491181003482;8;73574
2;0;0.023289000513728;7.4;74614
3;0;0.0260288829271077;9;72698
4;0;0.0287687653404875;7.6;73677
5;0;0.0315086477538672;6.5;75650
6;0;0.034248530167247;5.7;70095
0;0;0.0369884125806267;6.1;67969
1;0;0.0397282949940065;7.8;76966
2;0;0.0424681774073863;10.6;73583
3;0;0.045208059820766;7.4;75979
4;0;0.0479479422341458;10.2;74674
5;0;0.0506878246475255;7.9;73868
6;0;0.0534277070609053;8.3;69778
0;0;0.0561675894742851;9.2;63812
1;0;0.0589074718876648;12.2;70314
2;0;0.0616473543010446;10.3;70341
3;0;0.0643872367144243;12.2;68992
4;0;0.0671271191278041;9.7;70967
5;0;0.0698670015411839;7.7;73098
6;0;0.0726068839545636;5.9;68826
0;0;0.0753467663679434;8.7;63695
1;0;0.0780866487813231;9.8;72147
2;0;0.0808265311947029;9.4;72020
3;0;0.0835664136080827;8.7;73691
4;0;0.0863062960214624;6;76064
5;0;0.0890461784348422;5.5;77724
6;0;0.0917860608482219;5.3;72006
0;0;0.0945259432616017;4.3;70460
1;0;0.0972658256749814;2;84334
2;0;0.100005708088361;2.7;85034
3;0;0.102745590501741;1.7;86650
4;0;0.105485472915121;2.9;85887
5;0;0.1082253553285;2.8;86152
6;0;0.11096523774188;4.9;75861
0;0;0.11370512015526;7.3;69737
1;0;0.11644500256864;5.2;79607
2;0;0.11918488498202;3.7;85014
3;0;0.121924767395399;4.4;84195
4;0;0.124664649808779;10.1;77427
5;0;0.127404532222159;9;74504
6;0;0.130144414635539;7.6;67838
0;0;0.132884297048918;6.4;66165
1;0;0.135624179462298;6.3;77693
2;0;0.138364061875678;6.9;76325
3;0;0.141103944289058;4.4;78914
4;0;0.143843826702437;3.3;82810
5;0;0.146583709115817;2.7;83333
6;0;0.149323591529197;3.3;76226
0;0;0.152063473942577;2.7;73765
1;0;0.154803356355956;-0.4;87497
2;0;0.157543238769336;-2.5;92720
3;0;0.160283121182716;-2.2;95752
4;0;0.163023003596096;2.4;90944
5;0;0.165762886009475;5.8;84113
6;0;0.168502768422855;8.6;70684
0;0;0.171242650836235;9;65612
1;0;0.173982533249615;10;73040
2;0;0.176722415662994;9.8;71711
3;0;0.179462298076374;9.3;73489
4;0;0.182202180489754;10.5;72843
5;0;0.184942062903134;12.3;69743
6;0;0.187681945316513;13.7;59637
0;0;0.190421827729893;14.9;54110
1;0;0.193161710143273;11.6;65962
2;0;0.195901592556653;10.5;67489
3;0;0.198641474970033;12.7;66227
4;0;0.201381357383412;10.8;67969
5;0;0.204121239796792;11.3;65518
6;0;0.206861122210172;7.5;63774
0;0;0.209601004623552;4.2;66003
1;0;0.212340887036931;4.2;78054
2;0;0.215080769450311;4.8;79866
3;0;0.217820651863691;6.2;78531
4;0;0.220560534277071;7.1;76717
5;0;0.22330041669045;8.1;74654
6;0;0.22604029910383;10.5;63931
0;0;0.22878018151721;11;59165
1;0;0.23152006393059;10.4;68380
2;0;0.234259946343969;9.4;71353
3;0;0.236999828757349;11.8;69022
4;0;0.239739711170729;9.6;68825
5;0;0.242479593584109;9.7;69569
6;0;0.245219475997488;8.8;62300
0;1;0.247959358410868;9.5;59193
1;1;0.250699240824248;12.3;58029
2;0;0.253439123237628;13.9;64438
3;0;0.256179005651007;13;64482
4;0;0.258918888064387;11.2;64707
5;0;0.261658770477767;14.8;62070
6;0;0.264398652891147;15.8;52797
0;0;0.267138535304527;15.8;49270
1;0;0.269878417717906;13.5;59997
2;0;0.272618300131286;12.1;61247
3;0;0.275358182544666;13;62274
4;0;0.278098064958046;12.2;62016
5;0;0.280837947371425;13.4;60471
6;0;0.283577829784805;13.8;53049
0;0;0.286317712198185;15.5;48814
1;0;0.289057594611565;14.3;57773
2;0;0.291797477024944;17.7;56283
3;0;0.294537359438324;21.6;53793
4;0;0.297277241851704;22.5;53131
5;0;0.300017124265084;23.5;53319
6;0;0.302757006678463;23.3;46041
0;0;0.305496889091843;22.1;42542
1;0;0.308236771505223;16.5;51968
2;0;0.310976653918603;17.6;52915
3;0;0.313716536331982;15.8;54103
4;0;0.316456418745362;14.2;54674
5;0;0.319196301158742;16.3;54479
6;0;0.321936183572122;14.1;47821
0;0;0.324676065985501;13.4;47115
1;0;0.327415948398881;10.2;57284
2;1;0.330155830812261;11.6;49065
3;0;0.332895713225641;13.8;59004
4;0;0.335635595639021;14.1;57693
5;0;0.3383754780524;16.1;56098
6;0;0.34111536046578;18.6;47743
0;0;0.34385524287916;21.4;42982
1;0;0.34659512529254;23.1;49828
2;1;0.349335007705919;21.4;44905
3;0;0.352074890119299;17.7;50060
4;1;0.354814772532679;14.9;45485
5;0;0.357554654946059;18.1;49272
6;0;0.360294537359438;17.2;46262
0;0;0.363034419772818;11.6;45770
1;0;0.365774302186198;11.9;57767
2;0;0.368514184599578;14.6;57964
3;0;0.371254067012957;16.2;55875
4;0;0.373993949426337;15.3;55264
5;0;0.376733831839717;16.7;54020
6;0;0.379473714253097;17.4;46404
0;1;0.382213596666476;18.6;42409
1;1;0.384953479079856;20.9;45222
2;0;0.387693361493236;20.6;53297
3;0;0.390433243906616;19.1;53275
4;0;0.393173126319995;20.3;53521
5;0;0.395913008733375;21.5;53634
6;0;0.398652891146755;22.9;46210
0;0;0.401392773560135;23.3;42579
1;0;0.404132655973514;21.3;53225
2;0;0.406872538386894;19.9;53336
3;0;0.409612420800274;20.7;53946
4;0;0.412352303213654;20;53623
5;0;0.415092185627033;19.7;53462
6;0;0.417832068040413;21.3;45640
0;0;0.420571950453793;23.3;42112
1;0;0.423311832867173;21;53023
2;0;0.426051715280553;19.4;53823
3;0;0.428791597693932;18.9;54275
4;0;0.431531480107312;20.3;53610
5;0;0.434271362520692;22.4;53235
6;0;0.437011244934072;22.2;46377
0;0;0.439751127347451;21.9;43059
1;0;0.442491009760831;20.1;53304
2;0;0.445230892174211;18.6;53648
3;0;0.447970774587591;17.5;53298
4;0;0.45071065700097;18.9;53375
5;0;0.45345053941435;19.6;53705
6;0;0.45619042182773;20.2;46523
0;0;0.45893030424111;19.1;42608
1;0;0.461670186654489;19.9;52933
2;0;0.464410069067869;21.5;54276
3;0;0.467149951481249;25.3;55695
4;0;0.469889833894629;22.4;54960
5;0;0.472629716308008;19.3;52815
6;0;0.475369598721388;20.2;45516
0;0;0.478109481134768;21.5;42321
1;0;0.480849363548148;22;53017
2;0;0.483589245961527;24.4;54503
3;0;0.486329128374907;25.4;55145
4;0;0.489069010788287;24.8;54842
5;0;0.491808893201667;25.3;54963
6;0;0.494548775615047;27.3;48302
0;0;0.497288658028426;28.1;44548
1;0;0.500028540441806;24.6;55533
2;0;0.502768422855186;25.3;56724
3;0;0.505508305268566;25.8;56730
4;0;0.508248187681945;21.9;55234
5;0;0.510988070095325;23;54894
6;0;0.513727952508705;26.6;47812
0;0;0.516467834922085;27.1;44210
1;0;0.519207717335464;25.6;55408
2;0;0.521947599748844;23.6;56033
3;0;0.524687482162224;21.6;54959
4;0;0.527427364575604;23.1;55372
5;0;0.530167246988983;25.3;55540
6;1;0.532907129402363;26.4;46443
0;0;0.535647011815743;27;44510
1;0;0.538386894229123;24.1;53928
2;0;0.541126776642502;23.7;55077
3;0;0.543866659055882;25.3;55914
4;0;0.546606541469262;27;56084
5;0;0.549346423882642;23.3;54934
6;0;0.552086306296022;22;46388
0;0;0.554826188709401;24.1;43164
1;0;0.557566071122781;26.6;54233
2;0;0.560305953536161;27.8;55920
3;0;0.56304583594954;28;56635
4;0;0.56578571836292;30.2;57156
5;0;0.5685256007763;28.9;56322
6;0;0.57126548318968;22.9;46406
0;0;0.574005365603059;24.3;43150
1;0;0.576745248016439;25.5;52955
2;0;0.579485130429819;26;54294
3;0;0.582225012843199;26;54161
4;0;0.584964895256579;27.7;54519
5;0;0.587704777669958;29.9;54602
6;0;0.590444660083338;29.2;47592
0;0;0.593184542496718;27.6;43689
1;0;0.595924424910098;29.8;51953
2;0;0.598664307323477;29.6;52315
3;0;0.601404189736857;23.7;50220
4;0;0.604144072150237;19.5;49283
5;0;0.606883954563617;21;47813
6;0;0.609623836976996;22.2;42826
0;0;0.612363719390376;25.4;40214
1;0;0.615103601803756;21.5;46855
2;0;0.617843484217136;21.5;47478
3;1;0.620583366630515;21.9;42225
4;0;0.623323249043895;25.4;48278
5;0;0.626063131457275;21.7;47924
6;0;0.628803013870655;22.1;43299
0;0;0.631542896284034;24.1;41197
1;0;0.634282778697414;24.3;50304
2;0;0.637022661110794;25.1;51889
3;0;0.639762543524174;26.5;52591
4;0;0.642502425937553;24.5;52444
5;0;0.645242308350933;19.9;50814
6;0;0.647982190764313;17.6;44216
0;0;0.650722073177693;19.7;41360
1;0;0.653461955591073;21.1;51640
2;0;0.656201838004452;23.6;53267
3;0;0.658941720417832;21.9;54107
4;0;0.661681602831212;19.9;53229
5;0;0.664421485244592;19.9;52754
6;0;0.667161367657971;20.9;45400
0;0;0.669901250071351;21.3;42715
1;0;0.672641132484731;21.3;52496
2;0;0.675381014898111;21.2;53692
3;0;0.67812089731149;22.1;54248
4;0;0.68086077972487;19.7;54185
5;0;0.68360066213825;19.2;53306
6;0;0.68634054455163;21.1;45461
0;0;0.689080426965009;23.3;43073
1;0;0.691820309378389;21.9;53001
2;0;0.694560191791769;24.5;54419
3;0;0.697300074205149;24.1;55144
4;0;0.700039956618528;20;54398
5;0;0.702779839031908;19.6;53660
6;0;0.705519721445288;20.1;46325
0;0;0.708259603858668;22;43236
1;0;0.710999486272047;23.9;53281
2;0;0.713739368685427;23.5;54082
3;0;0.716479251098807;23.1;54658
4;0;0.719219133512187;23;54169
5;0;0.721959015925567;19.6;53922
6;0;0.724698898338946;17.8;46075
0;0;0.727438780752326;22;44359
1;0;0.730178663165706;15.1;53454
2;0;0.732918545579086;15.5;54301
3;0;0.735658427992465;17.7;55165
4;0;0.738398310405845;20.7;54560
5;0;0.741138192819225;20.3;53676
6;0;0.743878075232605;16.5;47063
0;0;0.746617957645984;16.9;44832
1;0;0.749357840059364;13.9;54892
2;0;0.752097722472744;13.8;57235
3;0;0.754837604886124;17;56676
4;0;0.757577487299503;17.8;55391
5;0;0.760317369712883;20;54797
6;0;0.763057252126263;19.7;47076
0;0;0.765797134539643;13.8;46019
1;0;0.768537016953022;15.2;55622
2;0;0.771276899366402;17.2;55658
3;0;0.774016781779782;18.3;55450
4;0;0.776756664193162;20.2;54360
5;0;0.779496546606541;20.8;54216
6;0;0.782236429019921;21.7;46809
0;0;0.784976311433301;21.2;44184
1;0;0.787716193846681;18.7;53488
2;0;0.790456076260061;18.7;54568
3;0;0.79319595867344;16.7;55187
4;0;0.79593584108682;17.6;54819
5;0;0.7986757235002;15.7;54916
6;0;0.80141560591358;15.2;48322
0;0;0.804155488326959;14.9;46333
1;0;0.806895370740339;14.3;57271
2;0;0.809635253153719;13.2;59188
3;0;0.812375135567099;14.6;58978
4;0;0.815115017980478;14.2;58313
5;0;0.817854900393858;12.3;59574
6;0;0.820594782807238;8.5;55234
0;0;0.823334665220618;7.6;56842
1;0;0.826074547633997;6.2;71283
2;0;0.828814430047377;8.9;70202
3;0;0.831554312460757;10.9;68777
4;1;0.834294194874137;12.1;56596
5;0;0.837034077287516;11.6;60963
6;0;0.839773959700896;10.7;59450
0;0;0.842513842114276;11.3;56364
1;0;0.845253724527656;15.3;62690
2;0;0.847993606941035;13.9;62275
3;0;0.850733489354415;12.8;65056
4;0;0.853473371767795;11.5;64585
5;0;0.856213254181175;13.1;63671
6;0;0.858953136594555;13.5;56227
0;1;0.861693019007934;14.6;52394
1;0;0.864432901421314;14.2;61558
2;0;0.867172783834694;13.6;61638
3;0;0.869912666248074;12.6;63373
4;0;0.872652548661453;12.6;63479
5;0;0.875392431074833;10.6;65185
6;0;0.878132313488213;8.6;61344
0;0;0.880872195901593;8;59779
1;0;0.883612078314972;5;74410
2;0;0.886351960728352;4.2;77894
3;0;0.889091843141732;5.5;77496
4;0;0.891831725555112;7;76092
5;0;0.894571607968491;7.2;74415
6;0;0.897311490381871;9.8;63882
0;0;0.900051372795251;8.2;63404
1;0;0.902791255208631;7.1;73508
2;0;0.90553113762201;8.6;73876
3;0;0.90827102003539;10.5;72168
4;0;0.91101090244877;12.5;69353
5;0;0.91375078486215;10.4;68517
6;0;0.916490667275529;9.9;62717
0;0;0.919230549688909;13;57982
1;0;0.921970432102289;14.2;64140
2;0;0.924710314515669;12.5;63946
3;0;0.927450196929049;11.6;66968
4;0;0.930190079342428;13.1;65228
5;0;0.932929961755808;12;65629
6;0;0.935669844169188;10.7;61762
0;0;0.938409726582567;11.1;59243
1;0;0.941149608995947;9.6;69017
2;0;0.943889491409327;7.3;72864
3;0;0.946629373822707;4.1;77515
4;0;0.949369256236087;3.2;80618
5;0;0.952109138649466;2.6;81583
6;0;0.954849021062846;3.2;76710
0;0;0.957588903476226;6.6;69845
1;0;0.960328785889606;8.8;74196
2;0;0.963068668302985;7.4;75694
3;0;0.965808550716365;9.3;73542
4;0;0.968548433129745;9;71716
5;0;0.971288315543125;11.5;69591
6;0;0.974028197956504;12.5;59436
0;0;0.976768080369884;12.2;57004
1;0;0.979507962783264;11;58748
2;1;0.982247845196644;6.5;56259
3;0;0.984987727610023;4.2;70707
4;0;0.987727610023403;3.3;74374
5;0;0.990467492436783;4.5;73988
6;0;0.993207374850163;4.7;69564
0;0;0.995947257263542;7.1;64712
1;0;0.998687139676922;7.5;67057
2;1;0.00136994120668988;7.6;59150
3;0;0.00410982362006964;6.7;71666
4;0;0.0068497060334494;4.6;78066
5;0;0.00958958844682916;4;81197
6;0;0.0123294708602089;4.7;74555
0;0;0.0150693532735887;5.1;71894
1;0;0.0178092356869684;6.2;80087
2;0;0.0205491181003482;7.8;77717
3;0;0.023289000513728;5.9;79405
4;0;0.0260288829271077;3.9;82934
5;0;0.0287687653404875;4.5;82378
6;0;0.0315086477538672;7;72995
0;0;0.034248530167247;9.6;66381
1;0;0.0369884125806267;9.4;73885
2;0;0.0397282949940065;8.1;75839
3;0;0.0424681774073863;6.4;79428
4;0;0.045208059820766;7.7;76664
5;0;0.0479479422341458;4.3;80955
6;0;0.0506878246475255;3.5;75613
0;0;0.0534277070609053;4.8;71717
1;0;0.0561675894742851;2.8;82964
2;0;0.0589074718876648;2.9;85776
3;0;0.0616473543010446;3.2;84853
4;0;0.0643872367144243;2.8;86292
5;0;0.0671271191278041;4.2;83547
6;0;0.0698670015411839;8.1;71664
0;0;0.0726068839545636;7.5;68099
1;0;0.0753467663679434;5.9;79698
2;0;0.0780866487813231;4.5;81966
3;0;0.0808265311947029;4.4;83325
4;0;0.0835664136080827;3.9;85116
5;0;0.0863062960214624;6.7;80341
6;0;0.0890461784348422;4.8;74459
0;0;0.0917860608482219;4.6;72217
1;0;0.0945259432616017;4.3;84828
2;0;0.0972658256749814;6.5;80917
3;0;0.100005708088361;8.6;78435
4;0;0.102745590501741;8.8;75556
5;0;0.105485472915121;9.6;75476
6;0;0.1082253553285;11;66244
0;0;0.11096523774188;9.3;64724
1;0;0.11370512015526;7.9;75856
2;0;0.11644500256864;7.2;77128
3;0;0.11918488498202;6.9;77648
4;0;0.121924767395399;9.8;74897
5;0;0.124664649808779;11.2;71569
6;0;0.127404532222159;12;63332
0;0;0.130144414635539;13.2;58662
1;0;0.132884297048918;11.7;68203
2;0;0.135624179462298;9;70579
3;0;0.138364061875678;10.1;70934
4;0;0.141103944289058;11.9;69370
5;0;0.143843826702437;13.6;67133
6;0;0.146583709115817;13.1;57624
0;0;0.149323591529197;11.7;56329
1;0;0.152063473942577;13.4;65371
2;0;0.154803356355956;14.8;63861
3;0;0.157543238769336;15.9;63022
4;0;0.160283121182716;13.6;63743
5;0;0.163023003596096;11.3;64934
6;0;0.165762886009475;12;58397
0;0;0.168502768422855;13.4;55090
1;0;0.171242650836235;10.5;66432
2;0;0.173982533249615;11.7;66549
3;0;0.176722415662994;12.8;67465
4;0;0.179462298076374;11.2;65743
5;0;0.182202180489754;11.3;65477
6;0;0.184942062903134;12.2;59296
0;0;0.187681945316513;13.3;54822
1;0;0.190421827729893;9.3;66483
2;0;0.193161710143273;11;67747
3;0;0.195901592556653;9.8;68942
4;0;0.198641474970033;9.8;71022
5;0;0.201381357383412;12.8;67009
6;0;0.204121239796792;12.8;57409
0;0;0.206861122210172;11.1;55799
1;0;0.209601004623552;9.7;66858
2;0;0.212340887036931;10.1;66786
3;0;0.215080769450311;11.9;65887
4;0;0.217820651863691;13.2;63428
5;0;0.220560534277071;14.6;61617
6;0;0.22330041669045;15.1;54551
0;0;0.22604029910383;13.9;51569
1;0;0.22878018151721;11.7;61564
2;0;0.23152006393059;10.9;63032
3;0;0.234259946343969;12.2;62760
4;0;0.236999828757349;13.2;61107
5;0;0.239739711170729;15.2;59098
6;0;0.242479593584109;16.5;51461
0;0;0.245219475997488;15.7;48871
1;0;0.247959358410868;14.4;58143
2;0;0.250699240824248;13.6;59103
3;0;0.253439123237628;7.5;65604
4;0;0.256179005651007;7.7;67085
5;0;0.258918888064387;10.2;65431
6;0;0.261658770477767;10.7;58534
0;0;0.264398652891147;11.3;54926
1;0;0.267138535304527;13;62372
2;0;0.269878417717906;12.6;62234
3;0;0.272618300131286;11.4;63178
4;0;0.275358182544666;11.3;63152
5;0;0.278098064958046;11;62454
6;0;0.280837947371425;9.9;56618
0;0;0.283577829784805;8.4;55639
1;0;0.286317712198185;12.6;62921
2;0;0.289057594611565;12.4;62803
3;0;0.291797477024944;15.5;59394
4;0;0.294537359438324;18.3;56780
5;0;0.297277241851704;20.1;54233
6;0;0.300017124265084;20;46799
0;1;0.302757006678463;18.5;44281
1;1;0.305496889091843;19.3;45243
2;0;0.308236771505223;16.9;54371
3;0;0.310976653918603;14.7;55951
4;0;0.313716536331982;13.1;56988
5;0;0.316456418745362;13.5;56910
6;0;0.319196301158742;12.8;51108
0;0;0.321936183572122;11.3;50347
1;0;0.324676065985501;13;58251
2;0;0.327415948398881;14.5;56874
3;1;0.330155830812261;15.4;45810
4;0;0.332895713225641;14;56486
5;0;0.335635595639021;13.1;57369
6;0;0.3383754780524;10.1;53460
0;0;0.34111536046578;9.6;52829
1;0;0.34385524287916;11.7;60525
2;0;0.34659512529254;14.6;58512
3;1;0.349335007705919;13.5;52177
4;0;0.352074890119299;13.8;58552
5;0;0.354814772532679;15.6;56809
6;0;0.357554654946059;14;50560
0;0;0.360294537359438;14.1;47142
1;0;0.363034419772818;15.4;55502
2;0;0.365774302186198;16.6;54683
3;0;0.368514184599578;15.7;54839
4;0;0.371254067012957;16.2;54336
5;0;0.373993949426337;14.6;55593
6;0;0.376733831839717;14.7;49076
0;0;0.379473714253097;14.3;46994
1;0;0.382213596666476;14.8;56356
2;0;0.384953479079856;17.3;54806
3;0;0.387693361493236;19.1;54154
4;0;0.390433243906616;20.8;53155
5;0;0.393173126319995;19;53076
6;0;0.395913008733375;18.4;46044
0;0;0.398652891146755;17.5;43132
1;0;0.401392773560135;17.6;52899
2;0;0.404132655973514;15.1;53733
3;0;0.406872538386894;16.4;54206
4;1;0.409612420800274;18.4;45425
5;0;0.412352303213654;21.3;48474
6;0;0.415092185627033;24.7;44819
0;0;0.417832068040413;26.4;41774
1;0;0.420571950453793;20.2;52144
2;0;0.423311832867173;22.6;53225
3;0;0.426051715280553;17.8;54024
4;0;0.428791597693932;16.7;52907
5;0;0.431531480107312;17.3;53124
6;0;0.434271362520692;17.6;45834
0;1;0.437011244934072;17.5;42513
1;1;0.439751127347451;16.8;46132
2;0;0.442491009760831;14.8;54136
3;0;0.445230892174211;15.6;54958
4;0;0.447970774587591;17.8;53732
5;0;0.45071065700097;19.5;53685
6;0;0.45345053941435;18.6;46070
0;0;0.45619042182773;19;43057
1;0;0.45893030424111;23;52736
2;0;0.461670186654489;24.9;53689
3;0;0.464410069067869;23.3;54471
4;0;0.467149951481249;19.6;53381
5;0;0.469889833894629;20.1;52963
6;0;0.472629716308008;21.3;45847
0;0;0.475369598721388;25;42966
1;0;0.478109481134768;25.7;54644
2;0;0.480849363548148;27;56276
3;0;0.483589245961527;29.2;57505
4;0;0.486329128374907;29.7;58034
5;0;0.489069010788287;28.6;57006
6;0;0.491808893201667;30.3;50101
0;0;0.494548775615047;25.8;45637
1;0;0.497288658028426;23.4;55361
2;0;0.500028540441806;23.5;55372
3;0;0.502768422855186;24.2;55512
4;0;0.505508305268566;25.5;55721
5;0;0.508248187681945;27.7;56562
6;0;0.510988070095325;27.4;48896
0;0;0.513727952508705;24.6;44513
1;0;0.516467834922085;23.9;54769
2;0;0.519207717335464;21.8;53653
3;0;0.521947599748844;24;54281
4;0;0.524687482162224;24.5;54937
5;0;0.527427364575604;24.1;54961
6;0;0.530167246988983;23.7;47215
0;1;0.532907129402363;22.2;43256
1;0;0.535647011815743;20.9;53009
2;0;0.538386894229123;23.3;54228
3;0;0.541126776642502;25.1;54991
4;0;0.543866659055882;23.2;54580
5;0;0.546606541469262;23.5;54517
6;0;0.549346423882642;25.4;47387
0;0;0.552086306296022;24.1;43950
1;0;0.554826188709401;27.9;55534
2;0;0.557566071122781;31.8;57874
3;0;0.560305953536161;31.3;58449
4;0;0.56304583594954;33.6;58753
5;0;0.56578571836292;25.9;55625
6;0;0.5685256007763;20.7;45631
0;0;0.57126548318968;20.6;41077
1;0;0.574005365603059;24;50235
2;0;0.576745248016439;22.7;51137
3;0;0.579485130429819;21.1;50611
4;0;0.582225012843199;23.2;51009
5;0;0.584964895256579;24.5;50501
6;0;0.587704777669958;24.6;44391
0;0;0.590444660083338;26.2;41785
1;0;0.593184542496718;24.5;48954
2;0;0.595924424910098;23.7;49186
3;0;0.598664307323477;22;48564
4;0;0.601404189736857;25.8;49259
5;0;0.604144072150237;26.1;50283
6;0;0.606883954563617;23;43269
0;0;0.609623836976996;20.2;40766
1;0;0.612363719390376;19.9;46027
2;0;0.615103601803756;19.2;46108
3;0;0.617843484217136;21.2;46513
4;1;0.620583366630515;20.9;41493
5;0;0.623323249043895;22;45128
6;0;0.626063131457275;21.8;42551
0;0;0.628803013870655;22.6;41003
1;0;0.631542896284034;20.1;47994
2;0;0.634282778697414;19.6;48884
3;0;0.637022661110794;21;49055
4;0;0.639762543524174;23;49467
5;0;0.642502425937553;25;49966
6;0;0.645242308350933;26.8;44771
0;0;0.647982190764313;26.9;42105
1;0;0.650722073177693;27.5;52939
2;0;0.653461955591073;26.4;53964
3;0;0.656201838004452;24.9;54333
4;0;0.658941720417832;22.9;54264
5;0;0.661681602831212;25;54054
6;0;0.664421485244592;26.3;46694
0;0;0.667161367657971;20.5;43559
1;0;0.669901250071351;20.3;52181
2;0;0.672641132484731;21.3;53019
3;0;0.675381014898111;22.3;54005
4;0;0.67812089731149;18.2;52872
5;0;0.68086077972487;18.1;52484
6;0;0.68360066213825;18.5;45366
0;0;0.68634054455163;16.9;43160
1;0;0.689080426965009;16.9;52561
2;0;0.691820309378389;17.7;53134
3;0;0.694560191791769;19.5;53639
4;0;0.697300074205149;21.6;53271
5;0;0.700039956618528;22;53279
6;0;0.702779839031908;22.7;45997
0;0;0.705519721445288;24.5;43271
1;0;0.708259603858668;23.6;53033
2;0;0.710999486272047;22;53521
3;0;0.713739368685427;18.9;53056
4;0;0.716479251098807;18.5;52827
5;0;0.719219133512187;19.8;52744
6;0;0.721959015925567;22.4;45980
0;0;0.724698898338946;20.1;43157
1;0;0.727438780752326;18.3;51742
2;0;0.730178663165706;17.2;52934
3;0;0.732918545579086;17.4;53806
4;0;0.735658427992465;19.5;53795
5;0;0.738398310405845;19;52818
6;0;0.741138192819225;18.4;46370
0;0;0.743878075232605;19.7;44213
1;0;0.746617957645984;18.3;53046
2;0;0.749357840059364;19.5;54241
3;0;0.752097722472744;15.9;54644
4;0;0.754837604886124;14.1;56176
5;0;0.757577487299503;16;55516
6;0;0.760317369712883;16.3;48503
0;0;0.763057252126263;16.5;46106
1;0;0.765797134539643;14.6;55633
2;0;0.768537016953022;16.6;56028
3;0;0.771276899366402;14.6;56852
4;0;0.774016781779782;16.2;56103
5;0;0.776756664193162;17.3;55530
6;0;0.779496546606541;17.3;48435
0;0;0.782236429019921;21.6;44845
1;0;0.784976311433301;20.8;53652
2;0;0.787716193846681;14.5;55099
3;0;0.790456076260061;15.5;56635
4;0;0.79319595867344;15.4;56673
5;0;0.79593584108682;15.5;56220
6;0;0.7986757235002;14.9;49996
0;0;0.80141560591358;14.9;48431
1;0;0.804155488326959;13.3;58376
2;0;0.806895370740339;12.2;61051
3;0;0.809635253153719;14.7;59768
4;0;0.812375135567099;15.6;58205
5;0;0.815115017980478;15.4;57626
6;0;0.817854900393858;16.8;49543
0;0;0.820594782807238;14.4;48558
1;0;0.823334665220618;13.2;59049
2;0;0.826074547633997;13.2;60457
3;0;0.828814430047377;13.1;60935
4;0;0.831554312460757;13.3;60937
5;1;0.834294194874137;14.7;51617
6;0;0.837034077287516;15;50298
0;0;0.839773959700896;12.6;50975
1;0;0.842513842114276;13.7;59818
2;0;0.845253724527656;11.7;62192
3;0;0.847993606941035;11.7;63481
4;0;0.850733489354415;9.7;64952
5;0;0.853473371767795;8.7;67220
6;0;0.856213254181175;9.5;60770
0;0;0.858953136594555;8.1;59406
1;1;0.861693019007934;8.4;61725
2;0;0.864432901421314;9.4;69761
3;0;0.867172783834694;8.8;71370
4;0;0.869912666248074;6.7;74219
5;0;0.872652548661453;5.5;75745
6;0;0.875392431074833;6.7;68143
0;0;0.878132313488213;6.5;65027
1;0;0.880872195901593;7.1;74857
2;0;0.883612078314972;7.6;74876
3;0;0.886351960728352;6.5;76521
4;0;0.889091843141732;8.3;74937
5;0;0.891831725555112;10.3;70776
6;0;0.894571607968491;10.9;62731
0;0;0.897311490381871;9.8;60274
1;0;0.900051372795251;11.3;67572
2;0;0.902791255208631;12.3;66545
3;0;0.90553113762201;12.6;66629
4;0;0.90827102003539;12;65703
5;0;0.91101090244877;11.2;65813
6;0;0.91375078486215;8.4;63568
0;0;0.916490667275529;6.5;63788
1;0;0.919230549688909;6.4;73879
2;0;0.921970432102289;5.2;76964
3;0;0.924710314515669;4.2;79396
4;0;0.927450196929049;4.6;78967
5;0;0.930190079342428;6.5;78440
6;0;0.932929961755808;10.7;64796
0;0;0.935669844169188;11.8;60975
1;0;0.938409726582567;10;71917
2;0;0.941149608995947;7.3;74712
3;0;0.943889491409327;6.9;76063
4;0;0.946629373822707;6.6;76435
5;0;0.949369256236087;9.3;73050
6;0;0.952109138649466;10.9;64234
0;0;0.954849021062846;11.2;59943
1;0;0.957588903476226;11.1;69233
2;0;0.960328785889606;13.5;66125
3;0;0.963068668302985;11;67525
4;0;0.965808550716365;13.4;65327
5;0;0.968548433129745;11.3;64279
6;0;0.971288315543125;10.4;59560
0;0;0.974028197956504;10.5;58995
1;0;0.976768080369884;10.2;64167
2;0;0.979507962783264;12;60654
3;1;0.982247845196644;10;52693
4;0;0.984987727610023;8.4;63761
5;0;0.987727610023403;10.2;63149
6;0;0.990467492436783;8.4;60235
0;0;0.993207374850163;4.7;63582
1;0;0.995947257263542;5.3;70909
2;0;0.998687139676922;4.4;72465
3;1;0.00136619798485797;5.3;61617
4;0;0.00409859395457392;7.4;71315
5;0;0.00683098992428986;9.8;68963
6;0;0.00956338589400581;8.2;64561
0;0;0.0122957818637218;7.6;63558
1;0;0.0150281778334377;6;76050
2;0;0.0177605738031536;8.8;74002
3;0;0.0204929697728696;10.7;71382
4;0;0.0232253657425855;11.7;68772
5;0;0.0259577617123015;8.6;70651
6;0;0.0286901576820174;7.8;65707
0;0;0.0314225536517334;7.8;65176
1;0;0.0341549496214493;7.9;74173
2;0;0.0368873455911653;10.6;72224
